600791,3619
600648,3554
600280,3497
600305,3488
600444,3456
601008,3455
600753,3439
600145,3429
600355,3397
600506,3396
600988,3361
600647,3359
500058,3308
600603,3273
600241,3243
600722,3217
600605,3212
600077,3068
600982,3064
500038,3057
900908,3047
600771,3032
600579,3015
600750,3012
600843,2984
600562,2948
900953,2942
600721,2927
600604,2818
600392,2793
600733,2782
900934,2702
600711,2693
600462,2666
600694,2655
900946,2622
600306,2564
600608,2524
600729,2459
600455,2415
600691,2408
900947,2346
600301,2338
600993,2326
500011,2317
600234,2310
600984,2258
600706,2251
900914,2238
500056,2110
600697,2085
510880,2079
113001,2024
600373,2016
900950,1942
900909,1926
900918,1919
900932,1909
500008,1891
510130,1882
900910,1871
510060,1862
600751,1837
600841,1834
900951,1769
500015,1757
900956,1733
900925,1716
110008,1647
900935,1618
900917,1608
900949,1572
500006,1560
600892,1537
600847,1510
600617,1504
900903,1481
600419,1450
600792,1426
900919,1399
110004,1398
900955,1369
900929,1368
900927,1365
500009,1363
600372,1342
900928,1295
900901,1269
900905,1245
900945,1218
010303,1216
900937,1209
900942,1188
500002,1183
500018,1152
122009,1125
900941,1109
010107,1042
600610,1036
900921,1020
500005,1017
900911,1003
600793,1003
900924,998
126018,998
500003,987
510090,978
900920,968
500001,962
900915,915
600183,894
900952,887
900907,869
900926,861
900902,760
900906,723
900930,712
110007,699
900939,693
900912,678
126019,663
510010,600
900943,585
900922,531
900916,523
900904,494
900938,483
600409,471
900933,456
110078,425
122927,396
110003,356
122011,312
122981,286
900913,269
122928,257
122005,254
120605,250
126012,244
120201,244
122940,234
010213,233
122042,219
126017,213
110009,206
010110,194
120603,174
126015,172
122920,168
010505,168
120510,160
120302,149
120306,149
120509,147
010504,143
120303,139
122903,132
010603,131
122973,130
122917,130
122021,127
122003,123
010112,118
600422,113
122925,111
126014,110
122907,110
122948,107
122996,105
126008,104
126011,104
122020,100
010203,99
122967,98
010311,98
122033,96
122931,95
122937,90
122031,89
010513,89
122023,87
122028,87
120204,87
122953,85
122938,85
122995,83
126016,83
010407,83
120508,80
120609,80
122936,79
122954,77
010501,71
126013,66
122959,66
010511,66
122013,66
126005,65
122966,65
120101,65
122984,64
122942,64
122964,62
122975,61
122969,61
122956,61
010404,61
126007,60
010512,60
120608,60
010509,59
122958,58
122921,58
120102,56
122027,55
126006,55
010308,54
126002,52
122930,51
126003,50
120516,48
122004,48
122014,46
122924,45
122988,42
120604,42
120482,41
126010,40
120483,40
120529,40
126009,39
120304,39
120490,38
010410,38
122017,37
122932,37
122978,36
122982,36
126001,36
120702,36
122906,34
122944,34
122929,31
120309,29
122949,29
122000,29
122957,28
120520,28
120512,28
122015,27
122980,27
120488,27
122998,26
120203,25
122040,25
122951,24
122994,24
010601,24
122987,24
122052,23
120305,22
120489,22
122001,22
122010,21
120311,21
120528,21
120288,21
120527,20
122911,20
122955,20
122918,19
122985,19
120518,19
122025,18
122024,18
122016,18
122038,17
122991,17
120606,17
122915,17
010619,17
122972,16
122983,16
122029,16
120301,16
122043,16
120485,16
122945,16
120308,16
122050,16
122898,15
122952,15
130000,15
122986,15
120205,15
122993,15
122036,14
122012,14
120502,14
120525,14
122947,13
122051,13
122960,12
122946,12
120602,12
122939,12
122989,12
010605,11
122007,11
120310,11
122913,11
122919,10
120307,9
122041,9
122961,9
122963,8
122032,8
120501,8
120511,8
122002,8
122977,8
120503,8
122992,8
122933,8
122974,7
120523,7
122979,7
120505,7
120521,7
122965,6
122049,6
122909,6
120701,6
122018,6
122008,6
122904,6
122926,6
122900,5
122962,5
120519,5
122006,5
122934,5
122034,4
122044,4
122902,4
122922,4
122935,4
120486,4
122990,4
122045,4
122905,4
122910,4
122916,4
122914,4
204028,4
122950,3
122030,3
122035,3
122968,3
122923,3
122039,3
122026,3
122970,3
122976,2
122037,2
010713,2
204003,2
204004,2
122899,1
122997,1
122971,1
122048,1
122019,1
122022,1
122046,1
010609,1
122047,1
122908,1
